folder,specimen,day,month,year,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,maximumElevationInMeters
c_amplexicaulis,UC284844,10,6,1923,34.7875,-119.0797,2000,1950,NA
c_heterophyllus,3770666,1,4,2019,34.73394,-119.39639,1025,1022,NA
c_coulteri,2269030,15,4,2016,34.60069,-119.33412,200,1259,NA
c_coulteri,1367104,7,3,1962,34.327422,-118.903263,1500,330,NA
c_coulteri,1401918,2,5,2010,34.878333,-119.4325,500,1104,NA
c_inflatus,1401920,2,5,2010,34.879167,-119.433611,500,1087,NA
c_inflatus,1402011,23,3,2013,34.880556,-119.438889,500,1053,NA
c_anceps,1401916,2,5,2010,34.878333,-119.4325,500,1097,NA
c_anceps,1401919,2,5,2010,34.878333,-119.4325,500,1097,NA
c_anceps,1402010,23,3,2013,34.878056,-119.433889,500,1092,NA
c_coulteri,608765,7,3,1962,34.33,-118.9,1000,350,NA
c_coulteri,608766,15,5,2000,34.64,-119.35,1000,1800,NA
c_heterophyllus,613792,22,3,2008,34.46,-119.13,200,713,NA
c_coulteri,653038,9,3,2016,34.750075,-119.394113,200,1040,NA
s_cordatus,2175844,7,7,1970,NA,NA,NA,NA,NA
s_cordatus,2175845,5,5,1970,NA,NA,NA,NA,NA
s_glandulosus,1368296,2,4,1927,38.51379,-122.09664,5000,50,100
c_cooperi,2262336,12,4,1975,33.090399,-116.494159,1000,700,850
c_cooperi,23362006,NA,3,1958,35.023987,-118.05086,1000,762,NA
s_diversifolius,3795782,15,5,1960,37.352477,-119.33968,500,1090,1120
c_simulans,20006849,NA,4,1902,33.347753,-116.385019,2000,150,250
s_diversifolius,3795776,12,5,1956,36.747345,-119.057413,1000,1219,1371
c_inflatus,23362239,14,4,1920,34.891395,-117.016931,2500,630,769
c_cooperi,23362024,14,4,1920,34.891395,-117.016931,2500,630,769
c_cooperi,2262353,11,4,2009,33.614167,-117.433889,200,520,NA
c_cooperi,2262337,12,4,1975,33.098751,-116.489097,200,706,773
s_cordatus,2173805,29,5,1980,35.570556,-118.500556,200,1000,1200
c_anceps,23374753,2,5,1896,35.034555,-119.87585,5000,500,800
s_barbatus,C61124,NA,7,1958,40.551742,-123.185505,5000,700,1400
s_glandulosus,C87167,NA,4,1953,38.264162,-122.214845,3000,300,500
