"","DATE","Tmax","Tmin","Year","Month","Day","JDay","Hour","Temp"
"4686",2022-05-20 05:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,5,14.2916666666667
"4687",2022-05-20 06:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,6,14.0416666666667
"4688",2022-05-20 07:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,7,14.8333333333333
"4689",2022-05-20 08:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,8,18.0833333333333
"4690",2022-05-20 09:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,9,22.4583333333333
"4691",2022-05-20 10:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,10,24.8333333333333
"4692",2022-05-20 11:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,11,28.0833333333333
"4693",2022-05-20 12:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,12,30.75
"4694",2022-05-20 13:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,13,32.125
"4695",2022-05-20 14:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,14,33.1666666666667
"4696",2022-05-20 15:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,15,33.3333333333333
"4697",2022-05-20 16:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,16,32.5833333333333
"4698",2022-05-20 17:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,17,31.0416666666667
"4699",2022-05-20 18:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,18,29.0416666666667
"4700",2022-05-20 19:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,19,27
"4701",2022-05-20 20:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,20,23.8333333333333
"4702",2022-05-20 21:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,21,21.3333333333333
"4703",2022-05-20 22:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,22,20.0416666666667
"4704",2022-05-20 23:00:00,33.3333333333333,14.0416666666667,2022,5,20,140,23,19.0416666666667
"4705",2022-05-21 00:00:00,38.375,15.4166666666667,2022,5,21,141,0,18.0833333333333
"4706",2022-05-21 01:00:00,38.375,15.4166666666667,2022,5,21,141,1,16.9583333333333
"4707",2022-05-21 02:00:00,38.375,15.4166666666667,2022,5,21,141,2,16
"4708",2022-05-21 03:00:00,38.375,15.4166666666667,2022,5,21,141,3,15.8333333333333
"4709",2022-05-21 04:00:00,38.375,15.4166666666667,2022,5,21,141,4,15.8333333333333
"4710",2022-05-21 05:00:00,38.375,15.4166666666667,2022,5,21,141,5,15.8333333333333
"4711",2022-05-21 06:00:00,38.375,15.4166666666667,2022,5,21,141,6,15.4166666666667
"4712",2022-05-21 07:00:00,38.375,15.4166666666667,2022,5,21,141,7,18.4166666666667
"4713",2022-05-21 08:00:00,38.375,15.4166666666667,2022,5,21,141,8,22.6666666666667
"4714",2022-05-21 09:00:00,38.375,15.4166666666667,2022,5,21,141,9,28.0416666666667
"4715",2022-05-21 10:00:00,38.375,15.4166666666667,2022,5,21,141,10,31.5833333333333
"4716",2022-05-21 11:00:00,38.375,15.4166666666667,2022,5,21,141,11,35.3333333333333
"4717",2022-05-21 12:00:00,38.375,15.4166666666667,2022,5,21,141,12,37.25
"4718",2022-05-21 13:00:00,38.375,15.4166666666667,2022,5,21,141,13,37.75
"4719",2022-05-21 14:00:00,38.375,15.4166666666667,2022,5,21,141,14,38.375
"4720",2022-05-21 15:00:00,38.375,15.4166666666667,2022,5,21,141,15,38.0833333333333
"4721",2022-05-21 16:00:00,38.375,15.4166666666667,2022,5,21,141,16,37.0833333333333
"4722",2022-05-21 17:00:00,38.375,15.4166666666667,2022,5,21,141,17,35.0833333333333
"4723",2022-05-21 18:00:00,38.375,15.4166666666667,2022,5,21,141,18,32.25
"4724",2022-05-21 19:00:00,38.375,15.4166666666667,2022,5,21,141,19,29.7916666666667
"4725",2022-05-21 20:00:00,38.375,15.4166666666667,2022,5,21,141,20,25.6666666666667
"4726",2022-05-21 21:00:00,38.375,15.4166666666667,2022,5,21,141,21,22.6666666666667
"4727",2022-05-21 22:00:00,38.375,15.4166666666667,2022,5,21,141,22,20.5
"4728",2022-05-21 23:00:00,38.375,15.4166666666667,2022,5,21,141,23,18.625
"4729",2022-05-22 00:00:00,40.125,12.1666666666667,2022,5,22,142,0,17.1666666666667
"4730",2022-05-22 01:00:00,40.125,12.1666666666667,2022,5,22,142,1,16.0833333333333
"4731",2022-05-22 02:00:00,40.125,12.1666666666667,2022,5,22,142,2,14.7916666666667
"4732",2022-05-22 03:00:00,40.125,12.1666666666667,2022,5,22,142,3,13.7916666666667
"4733",2022-05-22 04:00:00,40.125,12.1666666666667,2022,5,22,142,4,12.9583333333333
"4734",2022-05-22 05:00:00,40.125,12.1666666666667,2022,5,22,142,5,12.2916666666667
"4735",2022-05-22 06:00:00,40.125,12.1666666666667,2022,5,22,142,6,12.1666666666667
"4736",2022-05-22 07:00:00,40.125,12.1666666666667,2022,5,22,142,7,15.3333333333333
"4737",2022-05-22 08:00:00,40.125,12.1666666666667,2022,5,22,142,8,20.875
"4738",2022-05-22 09:00:00,40.125,12.1666666666667,2022,5,22,142,9,27.25
"4739",2022-05-22 10:00:00,40.125,12.1666666666667,2022,5,22,142,10,32.2916666666667
"4740",2022-05-22 11:00:00,40.125,12.1666666666667,2022,5,22,142,11,35.5
"4741",2022-05-22 12:00:00,40.125,12.1666666666667,2022,5,22,142,12,38.0833333333333
"4742",2022-05-22 13:00:00,40.125,12.1666666666667,2022,5,22,142,13,38.5833333333333
"4743",2022-05-22 14:00:00,40.125,12.1666666666667,2022,5,22,142,14,39.75
"4744",2022-05-22 15:00:00,40.125,12.1666666666667,2022,5,22,142,15,40.125
"4745",2022-05-22 16:00:00,40.125,12.1666666666667,2022,5,22,142,16,39.0416666666667
"4746",2022-05-22 17:00:00,40.125,12.1666666666667,2022,5,22,142,17,36.9583333333333
"4747",2022-05-22 18:00:00,40.125,12.1666666666667,2022,5,22,142,18,33.8333333333333
"4748",2022-05-22 19:00:00,40.125,12.1666666666667,2022,5,22,142,19,30.875
"4749",2022-05-22 20:00:00,40.125,12.1666666666667,2022,5,22,142,20,26.7083333333333
"4750",2022-05-22 21:00:00,40.125,12.1666666666667,2022,5,22,142,21,23.4583333333333
"4751",2022-05-22 22:00:00,40.125,12.1666666666667,2022,5,22,142,22,21.125
"4752",2022-05-22 23:00:00,40.125,12.1666666666667,2022,5,22,142,23,19.5833333333333
"4753",2022-05-23 00:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,0,18.1666666666667
"4754",2022-05-23 01:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,1,16.7916666666667
"4755",2022-05-23 02:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,2,15.5416666666667
"4756",2022-05-23 03:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,3,14.8333333333333
"4757",2022-05-23 04:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,4,14.5833333333333
"4758",2022-05-23 05:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,5,15.125
"4759",2022-05-23 06:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,6,16.625
"4760",2022-05-23 07:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,7,20.5416666666667
"4761",2022-05-23 08:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,8,25.25
"4762",2022-05-23 09:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,9,29.9583333333333
"4763",2022-05-23 10:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,10,32.3333333333333
"4764",2022-05-23 11:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,11,35.75
"4765",2022-05-23 12:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,12,38.2083333333333
"4766",2022-05-23 13:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,13,39.3333333333333
"4767",2022-05-23 14:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,14,39.9166666666667
"4768",2022-05-23 15:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,15,40.4583333333333
"4769",2022-05-23 16:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,16,40.0833333333333
"4770",2022-05-23 17:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,17,38.2083333333333
"4771",2022-05-23 18:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,18,35.25
"4772",2022-05-23 19:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,19,31.9583333333333
"4773",2022-05-23 20:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,20,27.5
"4774",2022-05-23 21:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,21,24.875
"4775",2022-05-23 22:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,22,22.7916666666667
"4776",2022-05-23 23:00:00,40.4583333333333,14.5833333333333,2022,5,23,143,23,21.625
"4777",2022-05-24 00:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,0,20.1666666666667
"4778",2022-05-24 01:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,1,18.9166666666667
"4779",2022-05-24 02:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,2,19.75
"4780",2022-05-24 03:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,3,19.9583333333333
"4781",2022-05-24 04:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,4,19.5
"4782",2022-05-24 05:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,5,18.9583333333333
"4783",2022-05-24 06:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,6,19.3333333333333
"4784",2022-05-24 07:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,7,23.2083333333333
"4785",2022-05-24 08:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,8,27.7916666666667
"4786",2022-05-24 09:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,9,31.75
"4787",2022-05-24 10:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,10,35.2083333333333
"4788",2022-05-24 11:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,11,38.6666666666667
"4789",2022-05-24 12:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,12,41.5416666666667
"4790",2022-05-24 13:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,13,41.875
"4791",2022-05-24 14:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,14,42.8333333333333
"4792",2022-05-24 15:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,15,42.9166666666667
"4793",2022-05-24 16:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,16,41.4166666666667
"4794",2022-05-24 17:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,17,40.0416666666667
"4795",2022-05-24 18:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,18,37.25
"4796",2022-05-24 19:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,19,34.4166666666667
"4797",2022-05-24 20:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,20,29.75
"4798",2022-05-24 21:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,21,25.8333333333333
"4799",2022-05-24 22:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,22,23.5833333333333
"4800",2022-05-24 23:00:00,42.9166666666667,18.9166666666667,2022,5,24,144,23,22.3333333333333
"4801",2022-05-25 00:00:00,45,19.625,2022,5,25,145,0,21.9166666666667
"4802",2022-05-25 01:00:00,45,19.625,2022,5,25,145,1,21.1666666666667
"4803",2022-05-25 02:00:00,45,19.625,2022,5,25,145,2,22.125
"4804",2022-05-25 03:00:00,45,19.625,2022,5,25,145,3,22.3333333333333
"4805",2022-05-25 04:00:00,45,19.625,2022,5,25,145,4,21.25
"4806",2022-05-25 05:00:00,45,19.625,2022,5,25,145,5,20.3333333333333
"4807",2022-05-25 06:00:00,45,19.625,2022,5,25,145,6,19.625
"4808",2022-05-25 07:00:00,45,19.625,2022,5,25,145,7,23.125
"4809",2022-05-25 08:00:00,45,19.625,2022,5,25,145,8,29.2083333333333
"4810",2022-05-25 09:00:00,45,19.625,2022,5,25,145,9,34
"4811",2022-05-25 10:00:00,45,19.625,2022,5,25,145,10,36.8333333333333
"4812",2022-05-25 11:00:00,45,19.625,2022,5,25,145,11,40.0833333333333
"4813",2022-05-25 12:00:00,45,19.625,2022,5,25,145,12,42.4166666666667
"4814",2022-05-25 13:00:00,45,19.625,2022,5,25,145,13,43.375
"4815",2022-05-25 14:00:00,45,19.625,2022,5,25,145,14,44.25
"4816",2022-05-25 15:00:00,45,19.625,2022,5,25,145,15,45
"4817",2022-05-25 16:00:00,45,19.625,2022,5,25,145,16,44.625
"4818",2022-05-25 17:00:00,45,19.625,2022,5,25,145,17,42.9166666666667
"4819",2022-05-25 18:00:00,45,19.625,2022,5,25,145,18,39.7083333333333
"4820",2022-05-25 19:00:00,45,19.625,2022,5,25,145,19,36.3333333333333
"4821",2022-05-25 20:00:00,45,19.625,2022,5,25,145,20,31.1666666666667
"4822",2022-05-25 21:00:00,45,19.625,2022,5,25,145,21,27.1666666666667
"4823",2022-05-25 22:00:00,45,19.625,2022,5,25,145,22,24.1666666666667
"4824",2022-05-25 23:00:00,45,19.625,2022,5,25,145,23,22.3333333333333
"4825",2022-05-26 00:00:00,37.5,15.9166666666667,2022,5,26,146,0,20.875
"4826",2022-05-26 01:00:00,37.5,15.9166666666667,2022,5,26,146,1,19.3333333333333
"4827",2022-05-26 02:00:00,37.5,15.9166666666667,2022,5,26,146,2,17.9166666666667
"4828",2022-05-26 03:00:00,37.5,15.9166666666667,2022,5,26,146,3,17.5
"4829",2022-05-26 04:00:00,37.5,15.9166666666667,2022,5,26,146,4,17.5833333333333
"4830",2022-05-26 05:00:00,37.5,15.9166666666667,2022,5,26,146,5,16.7916666666667
"4831",2022-05-26 06:00:00,37.5,15.9166666666667,2022,5,26,146,6,15.9166666666667
"4832",2022-05-26 07:00:00,37.5,15.9166666666667,2022,5,26,146,7,18.8333333333333
"4833",2022-05-26 08:00:00,37.5,15.9166666666667,2022,5,26,146,8,23.625
"4834",2022-05-26 09:00:00,37.5,15.9166666666667,2022,5,26,146,9,28.5416666666667
"4835",2022-05-26 10:00:00,37.5,15.9166666666667,2022,5,26,146,10,31.5
"4836",2022-05-26 11:00:00,37.5,15.9166666666667,2022,5,26,146,11,35.625
"4837",2022-05-26 12:00:00,37.5,15.9166666666667,2022,5,26,146,12,37.0833333333333
"4838",2022-05-26 13:00:00,37.5,15.9166666666667,2022,5,26,146,13,37.5
"4839",2022-05-26 14:00:00,37.5,15.9166666666667,2022,5,26,146,14,36.5
"4840",2022-05-26 15:00:00,37.5,15.9166666666667,2022,5,26,146,15,35.75
"4841",2022-05-26 16:00:00,37.5,15.9166666666667,2022,5,26,146,16,35.5833333333333
"4842",2022-05-26 17:00:00,37.5,15.9166666666667,2022,5,26,146,17,29.4583333333333
"4843",2022-05-26 18:00:00,37.5,15.9166666666667,2022,5,26,146,18,25.75
"4844",2022-05-26 19:00:00,37.5,15.9166666666667,2022,5,26,146,19,23.7916666666667
"4845",2022-05-26 20:00:00,37.5,15.9166666666667,2022,5,26,146,20,21.5416666666667
"4846",2022-05-26 21:00:00,37.5,15.9166666666667,2022,5,26,146,21,19.625
"4847",2022-05-26 22:00:00,37.5,15.9166666666667,2022,5,26,146,22,18.2916666666667
"4848",2022-05-26 23:00:00,37.5,15.9166666666667,2022,5,26,146,23,17.625
"4849",2022-05-27 00:00:00,36,13.9583333333333,2022,5,27,147,0,16.8333333333333
"4850",2022-05-27 01:00:00,36,13.9583333333333,2022,5,27,147,1,15.7916666666667
"4851",2022-05-27 02:00:00,36,13.9583333333333,2022,5,27,147,2,15.4166666666667
"4852",2022-05-27 03:00:00,36,13.9583333333333,2022,5,27,147,3,15.125
"4853",2022-05-27 04:00:00,36,13.9583333333333,2022,5,27,147,4,14.6666666666667
"4854",2022-05-27 05:00:00,36,13.9583333333333,2022,5,27,147,5,14.1666666666667
"4855",2022-05-27 06:00:00,36,13.9583333333333,2022,5,27,147,6,13.9583333333333
"4856",2022-05-27 07:00:00,36,13.9583333333333,2022,5,27,147,7,16.4166666666667
"4857",2022-05-27 08:00:00,36,13.9583333333333,2022,5,27,147,8,19.9166666666667
"4858",2022-05-27 09:00:00,36,13.9583333333333,2022,5,27,147,9,24.5833333333333
"4859",2022-05-27 10:00:00,36,13.9583333333333,2022,5,27,147,10,27.4166666666667
"4860",2022-05-27 11:00:00,36,13.9583333333333,2022,5,27,147,11,32.0416666666667
"4861",2022-05-27 12:00:00,36,13.9583333333333,2022,5,27,147,12,35.2916666666667
"4862",2022-05-27 13:00:00,36,13.9583333333333,2022,5,27,147,13,35.75
"4863",2022-05-27 14:00:00,36,13.9583333333333,2022,5,27,147,14,36
"4864",2022-05-27 15:00:00,36,13.9583333333333,2022,5,27,147,15,35.0833333333333
"4865",2022-05-27 16:00:00,36,13.9583333333333,2022,5,27,147,16,33.4583333333333
"4866",2022-05-27 17:00:00,36,13.9583333333333,2022,5,27,147,17,31.875
"4867",2022-05-27 18:00:00,36,13.9583333333333,2022,5,27,147,18,28.2916666666667
"4868",2022-05-27 19:00:00,36,13.9583333333333,2022,5,27,147,19,24.4166666666667
"4869",2022-05-27 20:00:00,36,13.9583333333333,2022,5,27,147,20,21.0833333333333
"4870",2022-05-27 21:00:00,36,13.9583333333333,2022,5,27,147,21,18.5416666666667
"4871",2022-05-27 22:00:00,36,13.9583333333333,2022,5,27,147,22,17.5416666666667
"4872",2022-05-27 23:00:00,36,13.9583333333333,2022,5,27,147,23,16.5416666666667
"4873",2022-05-28 00:00:00,35.625,13.9166666666667,2022,5,28,148,0,15.25
"4874",2022-05-28 01:00:00,35.625,13.9166666666667,2022,5,28,148,1,15
"4875",2022-05-28 02:00:00,35.625,13.9166666666667,2022,5,28,148,2,14.875
"4876",2022-05-28 03:00:00,35.625,13.9166666666667,2022,5,28,148,3,14.9166666666667
"4877",2022-05-28 04:00:00,35.625,13.9166666666667,2022,5,28,148,4,15.125
"4878",2022-05-28 05:00:00,35.625,13.9166666666667,2022,5,28,148,5,14.4166666666667
"4879",2022-05-28 06:00:00,35.625,13.9166666666667,2022,5,28,148,6,13.9166666666667
"4880",2022-05-28 07:00:00,35.625,13.9166666666667,2022,5,28,148,7,16.3333333333333
"4881",2022-05-28 08:00:00,35.625,13.9166666666667,2022,5,28,148,8,19.25
"4882",2022-05-28 09:00:00,35.625,13.9166666666667,2022,5,28,148,9,22.5416666666667
"4883",2022-05-28 10:00:00,35.625,13.9166666666667,2022,5,28,148,10,25.8333333333333
"4884",2022-05-28 11:00:00,35.625,13.9166666666667,2022,5,28,148,11,32.7916666666667
"4885",2022-05-28 12:00:00,35.625,13.9166666666667,2022,5,28,148,12,35.625
"4886",2022-05-28 13:00:00,35.625,13.9166666666667,2022,5,28,148,13,34.5833333333333
"4887",2022-05-28 14:00:00,35.625,13.9166666666667,2022,5,28,148,14,34.5416666666667
"4888",2022-05-28 15:00:00,35.625,13.9166666666667,2022,5,28,148,15,33.8333333333333
"4889",2022-05-28 16:00:00,35.625,13.9166666666667,2022,5,28,148,16,32.2083333333333
"4890",2022-05-28 17:00:00,35.625,13.9166666666667,2022,5,28,148,17,29.375
"4891",2022-05-28 18:00:00,35.625,13.9166666666667,2022,5,28,148,18,26.625
"4892",2022-05-28 19:00:00,35.625,13.9166666666667,2022,5,28,148,19,23.9166666666667
"4893",2022-05-28 20:00:00,35.625,13.9166666666667,2022,5,28,148,20,20.375
"4894",2022-05-28 21:00:00,35.625,13.9166666666667,2022,5,28,148,21,18.2083333333333
"4895",2022-05-28 22:00:00,35.625,13.9166666666667,2022,5,28,148,22,17.2083333333333
"4896",2022-05-28 23:00:00,35.625,13.9166666666667,2022,5,28,148,23,16.25
"4897",2022-05-29 00:00:00,36,11.2083333333333,2022,5,29,149,0,15.2916666666667
"4898",2022-05-29 01:00:00,36,11.2083333333333,2022,5,29,149,1,14.375
"4899",2022-05-29 02:00:00,36,11.2083333333333,2022,5,29,149,2,13.8333333333333
"4900",2022-05-29 03:00:00,36,11.2083333333333,2022,5,29,149,3,13.125
"4901",2022-05-29 04:00:00,36,11.2083333333333,2022,5,29,149,4,12.5
"4902",2022-05-29 05:00:00,36,11.2083333333333,2022,5,29,149,5,11.7083333333333
"4903",2022-05-29 06:00:00,36,11.2083333333333,2022,5,29,149,6,11.2083333333333
"4904",2022-05-29 07:00:00,36,11.2083333333333,2022,5,29,149,7,14.75
"4905",2022-05-29 08:00:00,36,11.2083333333333,2022,5,29,149,8,20.4583333333333
"4906",2022-05-29 09:00:00,36,11.2083333333333,2022,5,29,149,9,24.875
"4907",2022-05-29 10:00:00,36,11.2083333333333,2022,5,29,149,10,29.0833333333333
"4908",2022-05-29 11:00:00,36,11.2083333333333,2022,5,29,149,11,32.3333333333333
"4909",2022-05-29 12:00:00,36,11.2083333333333,2022,5,29,149,12,34.2916666666667
"4910",2022-05-29 13:00:00,36,11.2083333333333,2022,5,29,149,13,35.375
"4911",2022-05-29 14:00:00,36,11.2083333333333,2022,5,29,149,14,35.7083333333333
"4912",2022-05-29 15:00:00,36,11.2083333333333,2022,5,29,149,15,36
"4913",2022-05-29 16:00:00,36,11.2083333333333,2022,5,29,149,16,35.4583333333333
"4914",2022-05-29 17:00:00,36,11.2083333333333,2022,5,29,149,17,33.4166666666667
"4915",2022-05-29 18:00:00,36,11.2083333333333,2022,5,29,149,18,31
"4916",2022-05-29 19:00:00,36,11.2083333333333,2022,5,29,149,19,28.6666666666667
"4917",2022-05-29 20:00:00,36,11.2083333333333,2022,5,29,149,20,24.9583333333333
"4918",2022-05-29 21:00:00,36,11.2083333333333,2022,5,29,149,21,21.7916666666667
"4919",2022-05-29 22:00:00,36,11.2083333333333,2022,5,29,149,22,19.9583333333333
"4920",2022-05-29 23:00:00,36,11.2083333333333,2022,5,29,149,23,18.6666666666667
"4921",2022-05-30 00:00:00,35.625,12.75,2022,5,30,150,0,17.3333333333333
"4922",2022-05-30 01:00:00,35.625,12.75,2022,5,30,150,1,15.7083333333333
"4923",2022-05-30 02:00:00,35.625,12.75,2022,5,30,150,2,14.6666666666667
"4924",2022-05-30 03:00:00,35.625,12.75,2022,5,30,150,3,13.375
"4925",2022-05-30 04:00:00,35.625,12.75,2022,5,30,150,4,12.75
"4926",2022-05-30 05:00:00,35.625,12.75,2022,5,30,150,5,13.5
"4927",2022-05-30 06:00:00,35.625,12.75,2022,5,30,150,6,13.625
"4928",2022-05-30 07:00:00,35.625,12.75,2022,5,30,150,7,17.6666666666667
"4929",2022-05-30 08:00:00,35.625,12.75,2022,5,30,150,8,21.9583333333333
"4930",2022-05-30 09:00:00,35.625,12.75,2022,5,30,150,9,25.25
"4931",2022-05-30 10:00:00,35.625,12.75,2022,5,30,150,10,28.125
"4932",2022-05-30 11:00:00,35.625,12.75,2022,5,30,150,11,30.9166666666667
"4933",2022-05-30 12:00:00,35.625,12.75,2022,5,30,150,12,33.2916666666667
"4934",2022-05-30 13:00:00,35.625,12.75,2022,5,30,150,13,34.2083333333333
"4935",2022-05-30 14:00:00,35.625,12.75,2022,5,30,150,14,34.9583333333333
"4936",2022-05-30 15:00:00,35.625,12.75,2022,5,30,150,15,35.625
"4937",2022-05-30 16:00:00,35.625,12.75,2022,5,30,150,16,35.25
"4938",2022-05-30 17:00:00,35.625,12.75,2022,5,30,150,17,33.2083333333333
"4939",2022-05-30 18:00:00,35.625,12.75,2022,5,30,150,18,30.9166666666667
"4940",2022-05-30 19:00:00,35.625,12.75,2022,5,30,150,19,28.75
"4941",2022-05-30 20:00:00,35.625,12.75,2022,5,30,150,20,24.5
"4942",2022-05-30 21:00:00,35.625,12.75,2022,5,30,150,21,21.25
"4943",2022-05-30 22:00:00,35.625,12.75,2022,5,30,150,22,19.0416666666667
"4944",2022-05-30 23:00:00,35.625,12.75,2022,5,30,150,23,17.25
"4945",2022-05-31 00:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,0,15.75
"4946",2022-05-31 01:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,1,14.4583333333333
"4947",2022-05-31 02:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,2,15.25
"4948",2022-05-31 03:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,3,16.2083333333333
"4949",2022-05-31 04:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,4,16.1666666666667
"4950",2022-05-31 05:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,5,16.0833333333333
"4951",2022-05-31 06:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,6,16.0416666666667
"4952",2022-05-31 07:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,7,19.125
"4953",2022-05-31 08:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,8,23
"4954",2022-05-31 09:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,9,27
"4955",2022-05-31 10:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,10,31.7916666666667
"4956",2022-05-31 11:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,11,35.375
"4957",2022-05-31 12:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,12,37.9166666666667
"4958",2022-05-31 13:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,13,38.5416666666667
"4959",2022-05-31 14:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,14,38.875
"4960",2022-05-31 15:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,15,39.4166666666667
"4961",2022-05-31 16:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,16,38.625
"4962",2022-05-31 17:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,17,36.25
"4963",2022-05-31 18:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,18,33.2916666666667
"4964",2022-05-31 19:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,19,31.1666666666667
"4965",2022-05-31 20:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,20,27.4166666666667
"4966",2022-05-31 21:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,21,23.6666666666667
"4967",2022-05-31 22:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,22,21.25
"4968",2022-05-31 23:00:00,39.4166666666667,14.4583333333333,2022,5,31,151,23,19.0833333333333
"4969",2022-06-01 00:00:00,43.0833333333333,13.0833333333333,2022,6,1,152,0,17.8333333333333
"4970",2022-06-01 01:00:00,43.0833333333333,13.0833333333333,2022,6,1,152,1,16.4166666666667
"4971",2022-06-01 02:00:00,43.0833333333333,13.0833333333333,2022,6,1,152,2,15.6666666666667
"4972",2022-06-01 03:00:00,43.0833333333333,13.0833333333333,2022,6,1,152,3,14.7916666666667
"4973",2022-06-01 04:00:00,43.0833333333333,13.0833333333333,2022,6,1,152,4,13.7916666666667
"4974",2022-06-01 05:00:00,43.0833333333333,13.0833333333333,2022,6,1,152,5,13.2916666666667
"4975",2022-06-01 06:00:00,43.0833333333333,13.0833333333333,2022,6,1,152,6,13.0833333333333
"4976",2022-06-01 07:00:00,43.0833333333333,13.0833333333333,2022,6,1,152,7,16.9583333333333
"4977",2022-06-01 08:00:00,43.0833333333333,13.0833333333333,2022,6,1,152,8,23.0833333333333
"4978",2022-06-01 09:00:00,43.0833333333333,13.0833333333333,2022,6,1,152,9,28.8333333333333
"4979",2022-06-01 10:00:00,43.0833333333333,13.0833333333333,2022,6,1,152,10,33.9166666666667
"4980",2022-06-01 11:00:00,43.0833333333333,13.0833333333333,2022,6,1,152,11,37.8333333333333
"4981",2022-06-01 12:00:00,43.0833333333333,13.0833333333333,2022,6,1,152,12,41.1666666666667
"4982",2022-06-01 13:00:00,43.0833333333333,13.0833333333333,2022,6,1,152,13,42.125
