1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 4600000048328721
Is Mission Active?  true
Mission Start:  Thu Oct 28 12:10:00 PDT 2021
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  2716
Total Samples:  12445
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
1/6/22 7:10:00 AM,C,8
1/6/22 8:10:00 AM,C,8.5
1/6/22 9:10:00 AM,C,9.5
1/6/22 10:10:00 AM,C,11.5
1/6/22 11:10:00 AM,C,12.5
1/6/22 12:10:00 PM,C,13
1/6/22 1:10:00 PM,C,13
1/6/22 2:10:00 PM,C,12.5
1/6/22 3:10:00 PM,C,12.5
1/6/22 4:10:00 PM,C,11.5
1/6/22 5:10:00 PM,C,10.5
1/6/22 6:10:00 PM,C,10
1/6/22 7:10:00 PM,C,10
1/6/22 8:10:00 PM,C,10
1/6/22 9:10:00 PM,C,10
1/6/22 10:10:00 PM,C,10
1/6/22 11:10:00 PM,C,9.5
1/7/22 12:10:00 AM,C,10
1/7/22 1:10:00 AM,C,10
1/7/22 2:10:00 AM,C,9.5
1/7/22 3:10:00 AM,C,9
1/7/22 4:10:00 AM,C,9.5
1/7/22 5:10:00 AM,C,9.5
1/7/22 6:10:00 AM,C,9.5
1/7/22 7:10:00 AM,C,10
1/7/22 8:10:00 AM,C,10
1/7/22 9:10:00 AM,C,11
1/7/22 10:10:00 AM,C,13.5
1/7/22 11:10:00 AM,C,14.5
1/7/22 12:10:00 PM,C,14
1/7/22 1:10:00 PM,C,14.5
1/7/22 2:10:00 PM,C,14.5
1/7/22 3:10:00 PM,C,15
1/7/22 4:10:00 PM,C,15.5
1/7/22 5:10:00 PM,C,13
1/7/22 6:10:00 PM,C,11
1/7/22 7:10:00 PM,C,9.5
1/7/22 8:10:00 PM,C,8.5
1/7/22 9:10:00 PM,C,7.5
1/7/22 10:10:00 PM,C,6.5
1/7/22 11:10:00 PM,C,6
1/8/22 12:10:00 AM,C,5.5
1/8/22 1:10:00 AM,C,6
1/8/22 2:10:00 AM,C,7.5
1/8/22 3:10:00 AM,C,8
1/8/22 4:10:00 AM,C,8.5
1/8/22 5:10:00 AM,C,8
1/8/22 6:10:00 AM,C,8
1/8/22 7:10:00 AM,C,8.5
1/8/22 8:10:00 AM,C,9
1/8/22 9:10:00 AM,C,10.5
1/8/22 10:10:00 AM,C,13.5
1/8/22 11:10:00 AM,C,17
1/8/22 12:10:00 PM,C,19
1/8/22 1:10:00 PM,C,19.5
1/8/22 2:10:00 PM,C,18.5
1/8/22 3:10:00 PM,C,16.5
1/8/22 4:10:00 PM,C,15.5
1/8/22 5:10:00 PM,C,13
1/8/22 6:10:00 PM,C,10
1/8/22 7:10:00 PM,C,8.5
1/8/22 8:10:00 PM,C,8
1/8/22 9:10:00 PM,C,7
1/8/22 10:10:00 PM,C,6
1/8/22 11:10:00 PM,C,5.5
1/9/22 12:10:00 AM,C,5
1/9/22 1:10:00 AM,C,5
1/9/22 2:10:00 AM,C,4.5
1/9/22 3:10:00 AM,C,4
1/9/22 4:10:00 AM,C,3.5
1/9/22 5:10:00 AM,C,3
1/9/22 6:10:00 AM,C,3
1/9/22 7:10:00 AM,C,3.5
1/9/22 8:10:00 AM,C,4
1/9/22 9:10:00 AM,C,6.5
1/9/22 10:10:00 AM,C,8.5
1/9/22 11:10:00 AM,C,10
1/9/22 12:10:00 PM,C,15
1/9/22 1:10:00 PM,C,18
1/9/22 2:10:00 PM,C,18
1/9/22 3:10:00 PM,C,16.5
1/9/22 4:10:00 PM,C,15.5
1/9/22 5:10:00 PM,C,12.5
1/9/22 6:10:00 PM,C,10
1/9/22 7:10:00 PM,C,8
1/9/22 8:10:00 PM,C,7.5
1/9/22 9:10:00 PM,C,7
1/9/22 10:10:00 PM,C,6
1/9/22 11:10:00 PM,C,5.5
1/10/22 12:10:00 AM,C,5.5
1/10/22 1:10:00 AM,C,5
1/10/22 2:10:00 AM,C,5
1/10/22 3:10:00 AM,C,5
1/10/22 4:10:00 AM,C,5.5
1/10/22 5:10:00 AM,C,6
1/10/22 6:10:00 AM,C,6
1/10/22 7:10:00 AM,C,5.5
1/10/22 8:10:00 AM,C,7
1/10/22 9:10:00 AM,C,10
1/10/22 10:10:00 AM,C,13.5
1/10/22 11:10:00 AM,C,16
1/10/22 12:10:00 PM,C,19.5
1/10/22 1:10:00 PM,C,21
1/10/22 2:10:00 PM,C,20.5
1/10/22 3:10:00 PM,C,18.5
1/10/22 4:10:00 PM,C,17.5
1/10/22 5:10:00 PM,C,14.5
1/10/22 6:10:00 PM,C,12
1/10/22 7:10:00 PM,C,10
1/10/22 8:10:00 PM,C,8.5
1/10/22 9:10:00 PM,C,7.5
1/10/22 10:10:00 PM,C,7
1/10/22 11:10:00 PM,C,6.5
1/11/22 12:10:00 AM,C,6
1/11/22 1:10:00 AM,C,5.5
1/11/22 2:10:00 AM,C,5
1/11/22 3:10:00 AM,C,4.5
1/11/22 4:10:00 AM,C,4
1/11/22 5:10:00 AM,C,4
1/11/22 6:10:00 AM,C,4
1/11/22 7:10:00 AM,C,4
1/11/22 8:10:00 AM,C,4
1/11/22 9:10:00 AM,C,9.5
1/11/22 10:10:00 AM,C,13
1/11/22 11:10:00 AM,C,17.5
1/11/22 12:10:00 PM,C,20.5
1/11/22 1:10:00 PM,C,21
1/11/22 2:10:00 PM,C,20
1/11/22 3:10:00 PM,C,19
1/11/22 4:10:00 PM,C,17
1/11/22 5:10:00 PM,C,13.5
1/11/22 6:10:00 PM,C,10.5
1/11/22 7:10:00 PM,C,9
1/11/22 8:10:00 PM,C,8
1/11/22 9:10:00 PM,C,7.5
1/11/22 10:10:00 PM,C,7
1/11/22 11:10:00 PM,C,7
1/12/22 12:10:00 AM,C,6.5
1/12/22 1:10:00 AM,C,6
1/12/22 2:10:00 AM,C,6
1/12/22 3:10:00 AM,C,5.5
1/12/22 4:10:00 AM,C,4.5
1/12/22 5:10:00 AM,C,4.5
1/12/22 6:10:00 AM,C,4.5
1/12/22 7:10:00 AM,C,4.5
1/12/22 8:10:00 AM,C,5.5
1/12/22 9:10:00 AM,C,10
1/12/22 10:10:00 AM,C,14
1/12/22 11:10:00 AM,C,17.5
1/12/22 12:10:00 PM,C,21.5
1/12/22 1:10:00 PM,C,22
1/12/22 2:10:00 PM,C,21.5
1/12/22 3:10:00 PM,C,20
1/12/22 4:10:00 PM,C,17.5
1/12/22 5:10:00 PM,C,14.5
1/12/22 6:10:00 PM,C,12
1/12/22 7:10:00 PM,C,10.5
1/12/22 8:10:00 PM,C,9.5
1/12/22 9:10:00 PM,C,9
1/12/22 10:10:00 PM,C,9
1/12/22 11:10:00 PM,C,8.5
1/13/22 12:10:00 AM,C,7.5
1/13/22 1:10:00 AM,C,7
1/13/22 2:10:00 AM,C,6.5
1/13/22 3:10:00 AM,C,6.5
1/13/22 4:10:00 AM,C,6
1/13/22 5:10:00 AM,C,6
1/13/22 6:10:00 AM,C,5.5
1/13/22 7:10:00 AM,C,5.5
1/13/22 8:10:00 AM,C,5.5
1/13/22 9:10:00 AM,C,10.5
1/13/22 10:10:00 AM,C,13
1/13/22 11:10:00 AM,C,16.5
1/13/22 12:10:00 PM,C,20.5
1/13/22 1:10:00 PM,C,22.5
1/13/22 2:10:00 PM,C,21.5
1/13/22 3:10:00 PM,C,18.5
1/13/22 4:10:00 PM,C,17
1/13/22 5:10:00 PM,C,14
1/13/22 6:10:00 PM,C,11.5
1/13/22 7:10:00 PM,C,10
1/13/22 8:10:00 PM,C,9.5
1/13/22 9:10:00 PM,C,8.5
1/13/22 10:10:00 PM,C,8
1/13/22 11:10:00 PM,C,7.5
1/14/22 12:10:00 AM,C,7
1/14/22 1:10:00 AM,C,6.5
1/14/22 2:10:00 AM,C,7
1/14/22 3:10:00 AM,C,6
1/14/22 4:10:00 AM,C,5
1/14/22 5:10:00 AM,C,5
1/14/22 6:10:00 AM,C,5
1/14/22 7:10:00 AM,C,6.5
1/14/22 8:10:00 AM,C,7
1/14/22 9:10:00 AM,C,12.5
1/14/22 10:10:00 AM,C,16
1/14/22 11:10:00 AM,C,18.5
1/14/22 12:10:00 PM,C,21.5
1/14/22 1:10:00 PM,C,21.5
1/14/22 2:10:00 PM,C,21
1/14/22 3:10:00 PM,C,20.5
1/14/22 4:10:00 PM,C,18
1/14/22 5:10:00 PM,C,14
1/14/22 6:10:00 PM,C,11
1/14/22 7:10:00 PM,C,9
1/14/22 8:10:00 PM,C,8
1/14/22 9:10:00 PM,C,7
1/14/22 10:10:00 PM,C,6.5
1/14/22 11:10:00 PM,C,6
1/15/22 12:10:00 AM,C,5.5
1/15/22 1:10:00 AM,C,5.5
1/15/22 2:10:00 AM,C,5.5
1/15/22 3:10:00 AM,C,5
1/15/22 4:10:00 AM,C,4.5
1/15/22 5:10:00 AM,C,4.5
1/15/22 6:10:00 AM,C,4
1/15/22 7:10:00 AM,C,3.5
1/15/22 8:10:00 AM,C,4
1/15/22 9:10:00 AM,C,6.5
1/15/22 10:10:00 AM,C,9.5
1/15/22 11:10:00 AM,C,12.5
1/15/22 12:10:00 PM,C,15.5
1/15/22 1:10:00 PM,C,17
1/15/22 2:10:00 PM,C,16.5
1/15/22 3:10:00 PM,C,15.5
1/15/22 4:10:00 PM,C,13.5
1/15/22 5:10:00 PM,C,11.5
1/15/22 6:10:00 PM,C,9.5
1/15/22 7:10:00 PM,C,8.5
1/15/22 8:10:00 PM,C,7.5
1/15/22 9:10:00 PM,C,6.5
1/15/22 10:10:00 PM,C,6
1/15/22 11:10:00 PM,C,5.5
1/16/22 12:10:00 AM,C,5.5
1/16/22 1:10:00 AM,C,6
1/16/22 2:10:00 AM,C,6
1/16/22 3:10:00 AM,C,6
1/16/22 4:10:00 AM,C,6
1/16/22 5:10:00 AM,C,6.5
1/16/22 6:10:00 AM,C,6.5
1/16/22 7:10:00 AM,C,6.5
1/16/22 8:10:00 AM,C,7
1/16/22 9:10:00 AM,C,9
1/16/22 10:10:00 AM,C,14
1/16/22 11:10:00 AM,C,17.5
1/16/22 12:10:00 PM,C,17.5
1/16/22 1:10:00 PM,C,19.5
1/16/22 2:10:00 PM,C,19
1/16/22 3:10:00 PM,C,17.5
1/16/22 4:10:00 PM,C,15
1/16/22 5:10:00 PM,C,13.5
1/16/22 6:10:00 PM,C,11
1/16/22 7:10:00 PM,C,9
1/16/22 8:10:00 PM,C,7.5
1/16/22 9:10:00 PM,C,6.5
1/16/22 10:10:00 PM,C,6
1/16/22 11:10:00 PM,C,5.5
1/17/22 12:10:00 AM,C,5.5
1/17/22 1:10:00 AM,C,4.5
1/17/22 2:10:00 AM,C,4.5
1/17/22 3:10:00 AM,C,4
1/17/22 4:10:00 AM,C,4
1/17/22 5:10:00 AM,C,4
1/17/22 6:10:00 AM,C,3.5
1/17/22 7:10:00 AM,C,4
1/17/22 8:10:00 AM,C,5.5
1/17/22 9:10:00 AM,C,8.5
1/17/22 10:10:00 AM,C,12
1/17/22 11:10:00 AM,C,14
1/17/22 12:10:00 PM,C,17
1/17/22 1:10:00 PM,C,21.5
1/17/22 2:10:00 PM,C,22
1/17/22 3:10:00 PM,C,19.5
1/17/22 4:10:00 PM,C,18
1/17/22 5:10:00 PM,C,15
1/17/22 6:10:00 PM,C,12
1/17/22 7:10:00 PM,C,10.5
1/17/22 8:10:00 PM,C,9
1/17/22 9:10:00 PM,C,7.5
1/17/22 10:10:00 PM,C,7
1/17/22 11:10:00 PM,C,6
1/18/22 12:10:00 AM,C,6
1/18/22 1:10:00 AM,C,5.5
1/18/22 2:10:00 AM,C,5
1/18/22 3:10:00 AM,C,4.5
1/18/22 4:10:00 AM,C,4
1/18/22 5:10:00 AM,C,4
1/18/22 6:10:00 AM,C,4
1/18/22 7:10:00 AM,C,3.5
1/18/22 8:10:00 AM,C,4
1/18/22 9:10:00 AM,C,9
1/18/22 10:10:00 AM,C,14
1/18/22 11:10:00 AM,C,18
1/18/22 12:10:00 PM,C,21.5
1/18/22 1:10:00 PM,C,22
1/18/22 2:10:00 PM,C,19.5
1/18/22 3:10:00 PM,C,19
1/18/22 4:10:00 PM,C,18.5
1/18/22 5:10:00 PM,C,15
1/18/22 6:10:00 PM,C,12.5
1/18/22 7:10:00 PM,C,10.5
1/18/22 8:10:00 PM,C,9.5
1/18/22 9:10:00 PM,C,9
1/18/22 10:10:00 PM,C,9
1/18/22 11:10:00 PM,C,8.5
1/19/22 12:10:00 AM,C,7.5
1/19/22 1:10:00 AM,C,6.5
1/19/22 2:10:00 AM,C,6
1/19/22 3:10:00 AM,C,5
1/19/22 4:10:00 AM,C,4.5
1/19/22 5:10:00 AM,C,4
1/19/22 6:10:00 AM,C,3.5
1/19/22 7:10:00 AM,C,3.5
1/19/22 8:10:00 AM,C,4
1/19/22 9:10:00 AM,C,9.5
1/19/22 10:10:00 AM,C,14.5
1/19/22 11:10:00 AM,C,17.5
1/19/22 12:10:00 PM,C,20
1/19/22 1:10:00 PM,C,21
1/19/22 2:10:00 PM,C,20.5
1/19/22 3:10:00 PM,C,19
1/19/22 4:10:00 PM,C,18.5
1/19/22 5:10:00 PM,C,16.5
1/19/22 6:10:00 PM,C,13
1/19/22 7:10:00 PM,C,11
1/19/22 8:10:00 PM,C,9.5
1/19/22 9:10:00 PM,C,8.5
1/19/22 10:10:00 PM,C,8
1/19/22 11:10:00 PM,C,7
1/20/22 12:10:00 AM,C,6.5
1/20/22 1:10:00 AM,C,5.5
1/20/22 2:10:00 AM,C,5.5
1/20/22 3:10:00 AM,C,5
1/20/22 4:10:00 AM,C,5
1/20/22 5:10:00 AM,C,4.5
1/20/22 6:10:00 AM,C,4
1/20/22 7:10:00 AM,C,3.5
1/20/22 8:10:00 AM,C,4
1/20/22 9:10:00 AM,C,9.5
1/20/22 10:10:00 AM,C,15.5
1/20/22 11:10:00 AM,C,19
1/20/22 12:10:00 PM,C,22.5
1/20/22 1:10:00 PM,C,23.5
1/20/22 2:10:00 PM,C,23.5
1/20/22 3:10:00 PM,C,21
1/20/22 4:10:00 PM,C,20
1/20/22 5:10:00 PM,C,17
1/20/22 6:10:00 PM,C,13
1/20/22 7:10:00 PM,C,11
1/20/22 8:10:00 PM,C,9.5
1/20/22 9:10:00 PM,C,8.5
1/20/22 10:10:00 PM,C,7.5
1/20/22 11:10:00 PM,C,7.5
1/21/22 12:10:00 AM,C,7
1/21/22 1:10:00 AM,C,6.5
1/21/22 2:10:00 AM,C,7
1/21/22 3:10:00 AM,C,7.5
1/21/22 4:10:00 AM,C,7
1/21/22 5:10:00 AM,C,7
1/21/22 6:10:00 AM,C,9
1/21/22 7:10:00 AM,C,9.5
1/21/22 8:10:00 AM,C,10.5
1/21/22 9:10:00 AM,C,12.5
1/21/22 10:10:00 AM,C,14
1/21/22 11:10:00 AM,C,16.5
1/21/22 12:10:00 PM,C,19
1/21/22 1:10:00 PM,C,19.5
1/21/22 2:10:00 PM,C,19
1/21/22 3:10:00 PM,C,18
1/21/22 4:10:00 PM,C,16.5
1/21/22 5:10:00 PM,C,15
1/21/22 6:10:00 PM,C,13.5
